3645,7,46786
11,92,46491
4979,122,46899
5238,107,46914
3560,92,46769
3858,59,46817
3833,45,46815
8543,44,47141
1583,48,46634
5209,71,46912
3342,116,46736
4137,57,46842
5383,63,46921
6285,59,46972
3320,59,46733
6846,122,47006
7446,122,47042
8056,8,47083
8289,63,47104
1249,115,47616
1050,70,47606
6588,101,47991
1533,40,47630
58,89,47513
248,50,47552
4116,13,47840
2843,68,47705
6581,40,47990
1908,129,47654
2519,11,47684
5707,13,47940
3657,54,47789
5692,44,47944
4612,75,47875
3733,105,47801
2775,46,47699
1064,64,47606
1039,57,47605
5305,14,47920
1565,52,47634
7226,32,48030
180,83,47540
1412,80,47626
4531,14,47872
8164,108,48091
6772,108,48000
43,52,48506
6107,80,48962
8354,92,49113
6107,127,48963
1274,89,48618
7669,59,49053
5338,68,48921
3293,34,48733
2538,46,48685
2407,101,48678
8171,117,49093
101,46,48525
764,18,48590
2251,102,48669
5837,63,48947
991,7,48603
1388,101,48623
3502,101,48758
4052,40,48836
6447,57,48981
550,107,48573
5877,4,48949
6902,46,49007
8033,52,49080
2874,64,48703
2083,72,48660
5134,7,48907
5627,106,48935
5299,107,48916
7310,55,49031
8688,32,49166
6301,55,48973
8609,55,49151
6174,54,48965
3734,54,48801
1500,54,48629
645,54,48580
4406,54,48861
3567,54,48770
7139,115,50021
1763,125,49644
8096,1,50086
2827,89,49701
6414,14,49980
5099,45,49905
4186,32,49847
7380,13,50035
2285,40,49672
1615,129,49635
6970,64,50015
105,89,49526
5620,40,49935
2718,27,49696
7526,33,50046
250,123,49550
6226,85,49969
5025,89,49900
8159,32,50092
5210,104,49913
8614,46,50152
8734,87,50178
169,91,49541
8028,97,50079
7863,69,50067
3200,89,49723
665,35,49582
7240,73,50027
3514,85,49760
6021,91,49961
7064,91,50019
6323,27,49975
6698,10,49996
6242,27,49970
5942,27,49954
6563,23,49988
3933,52,49826
6018,117,49961
4285,119,49855
5616,109,49934
7046,96,50015
4073,117,49840
1675,52,49639
4253,52,49852
7340,109,50033
658,109,49581
